Ind_ID,GENDER,Car_Owner,Propert_Owner,CHILDREN,Annual_income,Type_Income,EDUCATION,Marital_status,Housing_type,Birthday_count,Employed_days,Mobile_phone,Work_Phone,Phone,EMAIL_ID,Type_Occupation,Family_Members,label,age
5041273,M,NO,YES,0,144000,Commercial associate,Higher education,Separated,House / apartment,-16541,-2469,1,0,0,0,Security staff,1,0,45
5066627,F,YES,YES,0,180000,Working,Secondary / secondary special,Married,House / apartment,-12857,-583,1,0,0,0,Sales staff,2,0,35
5125399,M,YES,NO,0,216000,Working,Secondary / secondary special,Married,House / apartment,-17087,-834,1,0,0,0,Drivers,2,0,47
5067345,F,YES,NO,0,90000,Commercial associate,Secondary / secondary special,Married,House / apartment,-11970,-1085,1,0,1,0,Sales staff,2,0,33
5053711,M,YES,NO,2,171000,Commercial associate,Incomplete higher,Married,House / apartment,-10142,-1399,1,0,0,1,Drivers,4,0,28
5096234,F,NO,NO,0,180000,Working,Secondary / secondary special,Married,House / apartment,-20112,-7310,1,1,1,0,Core staff,2,0,55
5125158,F,NO,YES,1,225000,Working,Secondary / secondary special,Married,House / apartment,-14132,-1748,1,0,0,0,Core staff,3,0,39
5143231,F,YES,YES,1,225000,Commercial associate,Higher education,Single / not married,House / apartment,-13174,-2479,1,0,0,0,Sales staff,2,0,36
5062688,F,YES,YES,0,270000,State servant,Secondary / secondary special,Married,Municipal apartment,-19310,-875,1,1,0,1,Medicine staff,2,0,53
5105685,M,NO,YES,2,67050,Working,Secondary / secondary special,Married,House / apartment,-10512,-2805,1,1,1,0,Core staff,4,0,29
5115984,F,YES,YES,2,270000,Working,Higher education,Married,House / apartment,-15124,-2477,1,0,0,0,High skill tech staff,4,0,41
5085769,M,NO,YES,0,73350,Commercial associate,Secondary / secondary special,Married,House / apartment,-19961,-1477,1,0,0,0,Managers,2,0,55
5065363,M,NO,YES,1,112500,Working,Higher education,Single / not married,House / apartment,-18809,-1782,1,0,1,0,Accountants,2,0,52
5140074,F,NO,YES,0,144000,Commercial associate,Secondary / secondary special,Married,House / apartment,-21944,-431,1,0,0,0,Accountants,2,0,60
5067643,M,NO,YES,0,225000,Pensioner,Higher education,Married,House / apartment,-13969,365243,1,0,0,0,High skill tech staff,2,0,38
5091963,F,YES,NO,0,112500,Working,Secondary / secondary special,Married,Municipal apartment,-11621,-1416,1,1,0,0,Sales staff,2,0,32
5053637,F,NO,NO,0,292500,Pensioner,Higher education,Separated,House / apartment,-24305,365243,1,0,0,0,Medicine staff,1,0,67
5067149,F,NO,NO,2,135000,Working,Incomplete higher,Married,House / apartment,-10942,-263,1,0,0,0,Core staff,4,0,30
5096424,F,YES,NO,0,157500,Commercial associate,Higher education,Separated,House / apartment,-14321,-2349,1,0,1,0,Laborers,1,0,39
5046283,F,NO,YES,0,1575000,Pensioner,Higher education,Married,House / apartment,-17202,365243,1,0,0,0,Cleaning staff,2,0,47
5029348,F,YES,YES,0,157500,Working,Higher education,Married,House / apartment,-14407,-412,1,0,0,0,Laborers,2,0,39
5096061,M,NO,NO,2,157500,Working,Secondary / secondary special,Married,House / apartment,-12322,-7068,1,0,0,0,Core staff,4,0,34
5028917,M,YES,YES,0,135000,Working,Secondary / secondary special,Married,House / apartment,-14667,-1787,1,0,0,0,Core staff,2,0,40
5117778,F,YES,NO,0,112500,Working,Secondary / secondary special,Widow,House / apartment,-16010,-1345,1,0,0,0,Managers,1,0,44
5095310,F,YES,YES,0,202500,Working,Higher education,Married,House / apartment,-9984,-3717,1,0,0,0,Private service staff,2,0,27
5050655,F,NO,NO,0,193500,Working,Secondary / secondary special,Married,House / apartment,-9862,-1048,1,1,1,0,Sales staff,2,0,27
5033817,F,YES,NO,1,225000,State servant,Higher education,Married,House / apartment,-10142,-2667,1,0,1,0,Managers,3,0,28
5052963,F,YES,YES,0,108000,Commercial associate,Secondary / secondary special,Married,House / apartment,-18540,-2606,1,0,0,0,Medicine staff,2,0,51
5113159,M,YES,YES,0,900000,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,-15241,-2135,1,1,0,0,Laborers,1,0,42
5143235,F,YES,YES,1,292500,Commercial associate,Higher education,Single / not married,House / apartment,-10014,-2479,1,0,0,0,Private service staff,2,0,27
5132800,F,NO,YES,0,270000,Working,Secondary / secondary special,Separated,House / apartment,-11945,-1534,1,0,0,0,Laborers,1,0,33
5090549,M,NO,YES,0,270000,Working,Secondary / secondary special,Married,House / apartment,-15862,-2531,1,0,0,0,Drivers,2,0,43
5054522,F,YES,YES,1,292500,Working,Higher education,Married,House / apartment,-19063,-2311,1,0,0,0,Private service staff,3,0,52
5051061,M,NO,NO,2,292500,Commercial associate,Secondary / secondary special,Married,House / apartment,-10681,-1323,1,0,1,0,Managers,4,0,29
5010707,M,YES,NO,0,157500,Working,Secondary / secondary special,Married,House / apartment,-17171,-5061,1,0,1,0,Sales staff,2,0,47
5028984,M,NO,YES,0,76500,Working,Secondary / secondary special,Separated,House / apartment,-15380,-2213,1,1,1,1,Core staff,1,0,42
5028615,F,YES,YES,0,157500,Commercial associate,Higher education,Single / not married,With parents,-14522,-2152,1,0,1,0,Sales staff,1,0,40
5126034,F,YES,YES,0,180000,Working,Secondary / secondary special,Separated,House / apartment,-14466,-925,1,0,0,1,Core staff,1,0,40
5090470,F,NO,YES,1,135000,Working,Secondary / secondary special,Married,House / apartment,-23489,-4509,1,0,0,0,Laborers,3,0,64
5021775,F,NO,YES,0,112500,Commercial associate,Higher education,Civil marriage,House / apartment,-16632,-1552,1,0,0,0,Core staff,2,0,46
5046415,M,YES,YES,0,360000,Working,Higher education,Married,House / apartment,-20953,-1569,1,0,1,0,Laborers,2,0,57
5065606,F,YES,NO,0,157500,Pensioner,Higher education,Married,House / apartment,-13584,365243,1,0,0,0,Core staff,2,0,37
5117314,F,NO,YES,1,225000,Working,Secondary / secondary special,Married,House / apartment,-16876,-1679,1,0,0,0,Laborers,3,0,46
5009195,M,NO,NO,0,112500,State servant,Secondary / secondary special,Married,House / apartment,-10809,-8684,1,1,1,0,Laborers,2,0,30
5139548,F,YES,YES,2,121500,Commercial associate,Higher education,Married,House / apartment,-8528,-6337,1,0,1,0,Laborers,4,0,23
5096416,F,NO,NO,0,202500,Working,Secondary / secondary special,Married,House / apartment,-22886,-97,1,1,0,0,Sales staff,2,0,63
5042286,F,NO,YES,0,112500,Working,Secondary / secondary special,Single / not married,House / apartment,-15964,-1222,1,0,0,0,Core staff,1,0,44
5050729,F,YES,NO,0,135000,Working,Secondary / secondary special,Single / not married,With parents,-16027,-531,1,0,0,0,Core staff,1,0,44
5038897,M,NO,YES,0,103500,Pensioner,Secondary / secondary special,Married,House / apartment,-20976,365243,1,0,1,0,High skill tech staff,2,0,57
5050973,F,NO,NO,1,157500,State servant,Secondary / secondary special,Single / not married,House / apartment,-21717,-7591,1,0,0,0,Sales staff,2,0,59
5044935,F,NO,YES,2,337500,State servant,Higher education,Married,House / apartment,-19143,-5639,1,0,1,0,Cleaning staff,4,0,52
5113539,F,NO,YES,0,180000,Working,Secondary / secondary special,Married,House / apartment,-23328,-1776,1,0,0,0,Medicine staff,2,0,64
5085990,F,YES,YES,0,112500,Pensioner,Secondary / secondary special,Married,House / apartment,-9766,365243,1,0,0,0,Laborers,2,0,27
5033452,M,NO,NO,0,157500,Working,Secondary / secondary special,Married,House / apartment,-19538,-5498,1,1,1,0,Managers,2,0,54
5051240,F,YES,NO,0,360000,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-12334,365243,1,0,0,0,Sales staff,1,0,34
5065335,F,NO,YES,0,135000,Commercial associate,Lower secondary,Married,Rented apartment,-17007,-1935,1,0,1,0,Managers,2,0,47
5145978,F,YES,NO,0,337500,State servant,Secondary / secondary special,Widow,House / apartment,-19802,-5880,1,0,0,0,Managers,1,0,54
5105614,M,YES,YES,2,135000,Working,Higher education,Married,House / apartment,-11344,-460,1,0,0,0,Private service staff,4,0,31
5038845,F,NO,YES,0,360000,Commercial associate,Secondary / secondary special,Married,House / apartment,-20644,-1569,1,1,1,0,Accountants,2,0,57
5105556,M,NO,YES,0,450000,Working,Secondary / secondary special,Married,House / apartment,-21392,-4532,1,0,0,0,Accountants,2,0,59
5028383,F,YES,NO,0,270000,Working,Secondary / secondary special,Single / not married,With parents,-11644,-3309,1,0,0,0,Core staff,1,0,32
5009980,F,YES,YES,0,270000,State servant,Secondary / secondary special,Married,House / apartment,-9983,-3873,1,0,0,0,Laborers,2,0,27
5062075,F,NO,YES,0,270000,Pensioner,Secondary / secondary special,Married,House / apartment,-12269,365243,1,0,0,0,Medicine staff,2,0,34
5009706,F,NO,NO,0,450000,Working,Higher education,Married,House / apartment,-13188,-344,1,0,0,0,Core staff,2,0,36
5146463,F,YES,NO,0,157500,State servant,Higher education,Married,House / apartment,-17090,-1923,1,0,0,0,Core staff,2,0,47
5112662,M,NO,NO,1,112500,Commercial associate,Secondary / secondary special,Married,House / apartment,-14805,-604,1,0,0,0,High skill tech staff,3,0,41
5096796,F,YES,YES,0,292500,Working,Higher education,Separated,House / apartment,-14717,-584,1,0,0,0,Core staff,1,0,40
5066843,F,NO,YES,0,112500,Pensioner,Secondary / secondary special,Married,House / apartment,-17726,365243,1,0,0,0,Core staff,2,0,49
5066597,F,NO,NO,1,247500,Commercial associate,Higher education,Civil marriage,House / apartment,-19363,-1922,1,0,0,0,Sales staff,3,0,53
5047704,F,NO,YES,2,157500,Working,Secondary / secondary special,Single / not married,House / apartment,-11768,-1496,1,0,0,0,Managers,3,0,32
5009074,M,YES,YES,1,225000,State servant,Higher education,Married,House / apartment,-15770,-708,1,0,1,1,Drivers,3,0,43
5090954,F,NO,NO,0,94500,State servant,Secondary / secondary special,Separated,House / apartment,-22083,-12332,1,0,1,1,Drivers,1,0,61
5143019,F,NO,NO,0,81000,Working,Secondary / secondary special,Married,With parents,-23483,-622,1,1,1,0,Drivers,2,0,64
5118617,F,NO,NO,0,180000,Commercial associate,Higher education,Single / not married,House / apartment,-12849,-5209,1,0,0,0,Core staff,1,0,35
5116018,M,YES,YES,0,198000,Pensioner,Higher education,Widow,House / apartment,-20874,365243,1,0,1,0,Accountants,1,0,57
5139662,F,NO,YES,0,180000,Pensioner,Lower secondary,Married,House / apartment,-17164,365243,1,0,0,0,High skill tech staff,2,0,47
5042232,M,NO,YES,0,315000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-19366,-6273,1,1,0,0,Core staff,1,0,53
5125317,F,YES,NO,0,67500,Commercial associate,Secondary / secondary special,Married,House / apartment,-9020,-2722,1,0,0,0,Waiters/barmen staff,2,0,25
5068038,F,NO,NO,0,180000,State servant,Secondary / secondary special,Married,With parents,-11892,-9363,1,0,0,0,Managers,2,0,33
5038814,F,NO,YES,0,202500,Commercial associate,Secondary / secondary special,Married,House / apartment,-13870,-746,1,0,0,0,Cooking staff,2,0,38
5095356,M,NO,NO,0,112500,Working,Secondary / secondary special,Single / not married,With parents,-14211,-1039,1,0,0,0,Drivers,1,0,39
5037266,F,YES,NO,0,306000,Working,Secondary / secondary special,Single / not married,House / apartment,-16701,-1322,1,0,0,0,Managers,1,0,46
5052865,F,NO,YES,0,90000,Commercial associate,Incomplete higher,Married,House / apartment,-15646,-3458,1,1,1,0,Core staff,2,0,43
5096211,F,NO,NO,0,270000,Working,Secondary / secondary special,Civil marriage,House / apartment,-13678,-158,1,1,0,0,High skill tech staff,2,0,37
5023280,F,YES,YES,0,270000,Commercial associate,Secondary / secondary special,Married,House / apartment,-16990,-2457,1,0,0,0,Accountants,2,0,47
5132340,M,NO,YES,2,234000,Commercial associate,Incomplete higher,Separated,House / apartment,-18179,-2811,1,0,0,0,Accountants,3,0,50
5136012,F,NO,NO,3,171000,Working,Higher education,Married,House / apartment,-11920,-7018,1,0,0,0,Laborers,5,0,33
5045917,F,YES,YES,0,225000,Commercial associate,Secondary / secondary special,Married,Rented apartment,-10800,-2026,1,0,0,0,Managers,2,0,30
5041073,F,NO,YES,0,94500,Working,Secondary / secondary special,Single / not married,House / apartment,-11953,-188,1,0,0,0,Core staff,2,0,33
5149660,M,NO,YES,1,117000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-16011,-2967,1,0,0,0,Drivers,3,0,44
5022756,M,NO,NO,1,180000,Commercial associate,Secondary / secondary special,Separated,House / apartment,-16280,-3166,1,0,0,0,Core staff,2,0,45
5036562,F,NO,NO,1,202500,Working,Secondary / secondary special,Married,House / apartment,-11008,-5107,1,1,0,0,HR staff,3,0,30
5117754,F,YES,NO,0,54000,Working,Secondary / secondary special,Married,House / apartment,-14512,-1649,1,0,0,0,Laborers,2,0,40
5125281,F,NO,YES,1,112500,Working,Secondary / secondary special,Married,House / apartment,-11970,-3694,1,0,0,1,Laborers,3,0,33
5149039,M,NO,YES,2,85500,Commercial associate,Higher education,Civil marriage,House / apartment,-13865,-3697,1,0,0,0,Core staff,4,0,38
5021267,F,YES,YES,1,135000,Working,Secondary / secondary special,Married,House / apartment,-10304,-4596,1,0,0,0,High skill tech staff,3,0,28
5125166,F,NO,YES,1,166500,Working,Secondary / secondary special,Married,House / apartment,-16825,-1748,1,0,0,0,Drivers,3,0,46
5125524,F,NO,NO,2,157500,Working,Secondary / secondary special,Married,Municipal apartment,-10021,-5674,1,1,1,0,Laborers,4,0,27
5010089,M,NO,NO,0,247500,Commercial associate,Secondary / secondary special,Married,House / apartment,-21202,-1682,1,0,0,0,Laborers,2,0,58
5126457,M,NO,NO,0,180000,Working,Higher education,Married,House / apartment,-19765,-196,1,0,0,0,Managers,2,0,54
5142763,F,NO,NO,0,72000,Commercial associate,Secondary / secondary special,Single / not married,With parents,-20132,-530,1,0,0,0,Core staff,1,0,55
5023261,M,YES,YES,0,202500,Commercial associate,Secondary / secondary special,Married,House / apartment,-21642,-1696,1,0,0,0,Drivers,2,0,59
5090861,F,YES,YES,0,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,-22121,-2168,1,0,0,0,Laborers,2,0,61
5146123,M,NO,NO,0,270000,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-17154,365243,1,0,0,0,Core staff,1,0,47
5023410,F,NO,YES,0,202500,Pensioner,Secondary / secondary special,Married,House / apartment,-23599,365243,1,0,0,0,Laborers,2,0,65
5010032,F,YES,YES,0,360000,Pensioner,Secondary / secondary special,Married,House / apartment,-8396,365243,1,0,1,0,High skill tech staff,2,0,23
5118397,M,NO,NO,0,270000,Working,Secondary / secondary special,Married,House / apartment,-17016,-1649,1,0,0,0,Managers,2,0,47
5033628,M,NO,YES,0,270000,State servant,Higher education,Married,House / apartment,-10049,-13382,1,0,0,0,Drivers,2,0,28
5069399,F,NO,YES,0,112500,Working,Secondary / secondary special,Single / not married,House / apartment,-15185,-1509,1,1,1,0,Core staff,1,0,42
5008889,F,NO,YES,0,157500,Commercial associate,Higher education,Separated,Rented apartment,-17782,-1347,1,0,0,0,Sales staff,1,0,49
5022041,M,NO,YES,0,202500,Working,Secondary / secondary special,Married,House / apartment,-9488,-1405,1,0,0,1,Laborers,2,0,26
5126124,F,YES,NO,0,99000,Working,Secondary / secondary special,Married,House / apartment,-18582,-227,1,1,1,0,Low-skill Laborers,2,0,51
5023563,F,NO,YES,0,162000,Working,Secondary / secondary special,Widow,House / apartment,-13788,-9975,1,0,0,0,Secretaries,1,0,38
5050853,F,NO,NO,0,225000,Commercial associate,Higher education,Single / not married,House / apartment,-12730,-1505,1,0,0,0,Private service staff,1,0,35
5024412,F,YES,NO,0,225000,Working,Higher education,Married,House / apartment,-12262,-5084,1,0,0,0,Sales staff,2,0,34
5090612,M,YES,NO,0,72000,Working,Higher education,Married,House / apartment,-17778,-2905,1,0,0,0,Laborers,2,0,49
5028274,F,YES,NO,2,135000,Working,Incomplete higher,Married,House / apartment,-20589,-2213,1,0,0,0,Laborers,4,0,56
5028996,F,YES,YES,0,315000,Working,Higher education,Married,House / apartment,-17330,-356,1,0,0,0,Sales staff,2,0,47
5126322,F,NO,NO,0,167400,Working,Secondary / secondary special,Married,House / apartment,-17237,-1719,1,1,1,0,Managers,2,0,47
5053610,F,NO,YES,0,180000,Working,Secondary / secondary special,Married,Municipal apartment,-11648,-3680,1,0,0,0,Laborers,2,0,32
5069227,F,YES,YES,0,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,-23849,-962,1,0,1,0,Laborers,2,0,65
5137401,F,NO,NO,0,99000,Working,Higher education,Separated,House / apartment,-22795,-3000,1,0,0,0,High skill tech staff,1,0,62
5142812,M,YES,NO,0,225000,State servant,Secondary / secondary special,Married,House / apartment,-20978,-4275,1,1,1,0,Laborers,2,0,57
5053114,F,NO,YES,0,153000,Pensioner,Secondary / secondary special,Married,House / apartment,-18362,365243,1,0,0,0,Core staff,2,0,50
5149027,F,NO,YES,0,423000,Pensioner,Secondary / secondary special,Married,House / apartment,-19923,365243,1,0,0,0,Drivers,2,0,55
5145869,M,NO,YES,0,90000,Pensioner,Secondary / secondary special,Separated,House / apartment,-16505,365243,1,0,1,0,Core staff,1,0,45
5053354,F,YES,NO,0,360000,Working,Secondary / secondary special,Married,House / apartment,-18321,-110,1,0,0,0,Accountants,2,0,50
5087944,F,NO,YES,0,247500,Working,Secondary / secondary special,Widow,House / apartment,-19028,-2078,1,1,1,0,Managers,1,0,52
5035688,M,YES,YES,0,225000,Working,Secondary / secondary special,Civil marriage,House / apartment,-23027,-8377,1,0,0,0,Drivers,2,0,63
5068491,F,NO,NO,1,67500,Commercial associate,Higher education,Married,House / apartment,-23286,-110,1,0,1,0,Security staff,3,0,64
5044860,F,NO,YES,0,112500,Pensioner,Secondary / secondary special,Married,House / apartment,-14657,365243,1,0,0,0,Laborers,2,0,40
5117047,F,NO,YES,0,157500,Pensioner,Secondary / secondary special,Widow,House / apartment,-12272,365243,1,0,0,0,Core staff,1,0,34
5022676,F,NO,YES,0,90000,Pensioner,Secondary / secondary special,Married,House / apartment,-20013,365243,1,0,0,0,Medicine staff,2,0,55
5009739,F,YES,NO,0,90000,Working,Secondary / secondary special,Married,House / apartment,-13480,-4392,1,1,1,0,Laborers,2,0,37
5096991,F,NO,YES,1,225000,Commercial associate,Higher education,Married,House / apartment,-14386,-126,1,0,0,0,Sales staff,3,0,39
5067982,F,YES,YES,0,112500,Working,Higher education,Separated,With parents,-16480,-7640,1,0,0,1,Private service staff,1,0,45
5135982,M,NO,YES,0,112500,Commercial associate,Secondary / secondary special,Separated,House / apartment,-23280,-3153,1,0,0,0,Core staff,1,0,64
5046362,F,NO,YES,0,315000,Working,Secondary / secondary special,Civil marriage,With parents,-23537,-139,1,1,1,0,Sales staff,2,0,64
5066817,F,YES,NO,1,135000,Working,Higher education,Widow,House / apartment,-22116,-4023,1,0,0,1,Laborers,2,0,61
5143519,F,NO,YES,0,450000,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-22743,365243,1,0,0,0,Laborers,1,0,62
5068888,M,NO,YES,0,90000,Working,Secondary / secondary special,Married,House / apartment,-23424,-4888,1,0,0,0,Laborers,2,0,64
5150412,F,NO,YES,0,270000,Pensioner,Secondary / secondary special,Widow,House / apartment,-19042,365243,1,0,0,0,Medicine staff,1,0,52
5067924,M,NO,YES,0,180000,Pensioner,Secondary / secondary special,Widow,House / apartment,-10175,365243,1,0,0,0,Core staff,1,0,28
5056149,F,YES,NO,0,135000,Working,Secondary / secondary special,Married,House / apartment,-22471,-14887,1,0,0,0,Laborers,2,0,62
5022308,M,NO,YES,0,243000,Working,Secondary / secondary special,Separated,House / apartment,-14301,-3319,1,0,0,0,Medicine staff,1,0,39
5068465,F,NO,YES,1,225000,Commercial associate,Secondary / secondary special,Married,House / apartment,-22416,-1966,1,0,1,0,Sales staff,3,0,61
5036881,F,YES,YES,0,112500,Pensioner,Secondary / secondary special,Married,House / apartment,-15182,365243,1,0,0,0,Medicine staff,2,0,42
5137033,F,YES,NO,1,234000,Working,Secondary / secondary special,Married,House / apartment,-10532,-200,1,0,1,0,Accountants,3,0,29
5148812,F,NO,YES,0,180000,Pensioner,Secondary / secondary special,Married,House / apartment,-18476,365243,1,0,0,0,Managers,2,0,51
5100220,F,YES,YES,2,121500,Commercial associate,Secondary / secondary special,Married,House / apartment,-18940,-6123,1,0,0,0,Accountants,4,0,52
5078842,M,YES,YES,1,121500,Working,Secondary / secondary special,Married,With parents,-20854,-117,1,0,0,0,Core staff,3,0,57
5010526,F,YES,YES,1,270000,Working,Higher education,Married,Office apartment,-15226,-2625,1,0,0,0,Medicine staff,3,0,42
5105150,F,NO,YES,0,180000,Working,Higher education,Married,House / apartment,-9778,-1763,1,0,0,0,Core staff,2,0,27
5045253,F,NO,YES,1,90000,Working,Secondary / secondary special,Married,House / apartment,-17000,-3689,1,0,0,0,Core staff,3,0,47
5100000,F,NO,NO,1,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,-9586,-3414,1,0,0,0,Cleaning staff,3,0,26
5029725,F,NO,YES,1,247500,Commercial associate,Higher education,Married,House / apartment,-22062,-2910,1,1,0,1,Laborers,3,0,60
5090925,M,NO,YES,0,76500,Commercial associate,Secondary / secondary special,Married,With parents,-20693,-3412,1,0,0,0,Managers,2,0,57
5115947,F,YES,YES,0,85500,Working,Secondary / secondary special,Single / not married,House / apartment,-19750,-1107,1,0,0,0,Core staff,1,0,54
5028572,F,NO,YES,0,202500,Pensioner,Higher education,Married,House / apartment,-11327,365243,1,0,0,0,Managers,2,0,31
5022373,F,NO,YES,1,157500,Working,Secondary / secondary special,Single / not married,House / apartment,-19988,-8036,1,0,0,0,High skill tech staff,2,0,55
5149040,M,NO,YES,0,225000,Working,Secondary / secondary special,Civil marriage,House / apartment,-10817,-3608,1,0,0,0,Core staff,2,0,30
5113291,F,YES,YES,2,225000,Working,Incomplete higher,Married,House / apartment,-23365,-101,1,1,1,0,Drivers,4,0,64
5139951,M,YES,YES,0,540000,State servant,Secondary / secondary special,Married,House / apartment,-9489,-3231,1,1,0,0,Laborers,2,0,26
5028697,M,YES,NO,1,283500,Working,Higher education,Married,Rented apartment,-14461,-203,1,0,1,0,High skill tech staff,3,0,40
5148527,F,NO,YES,0,90000,Pensioner,Secondary / secondary special,Married,House / apartment,-10952,365243,1,0,0,0,Laborers,2,0,30
5009443,F,NO,NO,0,252000,State servant,Secondary / secondary special,Married,House / apartment,-10080,-1682,1,0,1,0,Laborers,2,0,28
5096621,F,NO,NO,1,135000,Working,Secondary / secondary special,Married,House / apartment,-16542,-1589,1,0,1,0,Sales staff,3,0,45
5149150,F,YES,YES,0,315000,Working,Secondary / secondary special,Married,House / apartment,-17262,-3577,1,1,0,0,Laborers,2,0,47
5118448,F,NO,NO,1,450000,Working,Secondary / secondary special,Married,House / apartment,-21497,-735,1,1,0,0,Secretaries,3,0,59
5116818,F,NO,YES,0,180000,State servant,Secondary / secondary special,Separated,Co-op apartment,-14148,-8737,1,1,1,0,Drivers,1,0,39
5022833,M,YES,YES,0,270000,Working,Secondary / secondary special,Married,House / apartment,-10457,-1617,1,0,0,0,Core staff,2,0,29
5086006,F,NO,YES,0,495000,Pensioner,Secondary / secondary special,Widow,House / apartment,-14160,365243,1,0,0,0,Managers,1,0,39
5010397,F,YES,YES,1,180000,Working,Higher education,Married,House / apartment,-17958,-1591,1,1,1,0,Security staff,3,0,49
5047789,F,YES,YES,0,306000,Commercial associate,Higher education,Married,House / apartment,-21973,-979,1,0,0,0,Laborers,2,0,60
5105657,M,YES,YES,2,157500,Working,Higher education,Single / not married,House / apartment,-18745,-422,1,0,1,1,Laborers,3,0,51
5150047,F,NO,YES,0,180000,Working,Secondary / secondary special,Married,House / apartment,-17562,-655,1,0,0,0,Medicine staff,2,0,48
5035791,F,YES,YES,0,612000,Pensioner,Secondary / secondary special,Widow,House / apartment,-14578,365243,1,0,0,0,Laborers,1,0,40
5021682,M,NO,YES,0,36000,Commercial associate,Secondary / secondary special,Separated,House / apartment,-21012,-3653,1,0,0,0,Drivers,1,0,58
5088699,M,YES,YES,0,112500,Working,Secondary / secondary special,Married,House / apartment,-19410,-1261,1,0,0,0,Managers,2,0,53
5115797,M,NO,YES,1,292500,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-14133,-7346,1,0,0,0,Laborers,2,0,39
5023460,F,YES,YES,0,180000,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-20967,365243,1,0,0,0,Sales staff,1,0,57
5096466,F,YES,NO,1,202500,Working,Higher education,Married,House / apartment,-19565,-5545,1,1,0,0,Laborers,3,0,54
5146472,F,YES,YES,0,292500,Commercial associate,Higher education,Civil marriage,House / apartment,-16011,-3810,1,0,0,0,Cleaning staff,2,0,44
5024527,F,NO,YES,0,315000,Pensioner,Secondary / secondary special,Widow,House / apartment,-17538,365243,1,0,1,0,Drivers,1,0,48
5095193,M,YES,YES,1,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,-13791,-1190,1,0,1,0,Laborers,3,0,38
5068156,M,YES,YES,0,337500,Working,Secondary / secondary special,Married,House / apartment,-12563,-3246,1,0,0,0,Managers,2,0,34
5117756,F,YES,NO,0,157500,Working,Secondary / secondary special,Married,House / apartment,-12417,-1649,1,0,0,0,Sales staff,2,0,34
5066507,F,NO,YES,0,360000,Working,Secondary / secondary special,Single / not married,House / apartment,-11279,-7676,1,0,1,0,Sales staff,1,0,31
5143164,F,NO,NO,2,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,-20874,-1353,1,1,0,0,Laborers,4,0,57
5088834,M,NO,YES,0,270000,State servant,Secondary / secondary special,Married,House / apartment,-11749,-3715,1,0,0,1,Laborers,2,0,32
5135841,F,NO,YES,1,157500,Working,Secondary / secondary special,Married,House / apartment,-10997,-1113,1,0,1,0,Managers,3,0,30
5023059,F,YES,YES,1,157500,Working,Secondary / secondary special,Married,House / apartment,-19736,-508,1,0,0,0,Core staff,3,0,54
5125325,F,YES,NO,0,139500,Commercial associate,Secondary / secondary special,Married,House / apartment,-13230,-2722,1,0,0,0,Security staff,2,0,36
5135574,F,YES,YES,0,135000,Working,Secondary / secondary special,Married,House / apartment,-12278,-992,1,0,0,0,Drivers,2,0,34
5009053,F,NO,YES,2,133650,Working,Higher education,Married,House / apartment,-10990,-2289,1,0,0,1,Laborers,4,0,30
5028292,M,NO,YES,0,427500,Working,Higher education,Separated,House / apartment,-12716,-12621,1,0,1,0,High skill tech staff,1,0,35
5029108,M,YES,NO,1,81000,State servant,Secondary / secondary special,Married,House / apartment,-19033,-3643,1,0,0,1,Managers,3,0,52
5091400,M,NO,NO,0,225000,Working,Secondary / secondary special,Married,With parents,-14863,-869,1,0,0,0,Drivers,2,0,41
5050768,F,NO,NO,2,126000,Working,Secondary / secondary special,Married,House / apartment,-10942,-2174,1,0,0,0,Medicine staff,4,0,30
5113420,F,NO,NO,1,135000,Working,Secondary / secondary special,Single / not married,Municipal apartment,-13682,-5336,1,0,0,0,Laborers,2,0,37
5113132,F,YES,YES,0,94500,Commercial associate,Secondary / secondary special,Married,House / apartment,-9124,-3535,1,0,0,0,Managers,2,0,25
5062670,M,YES,YES,1,180000,Working,Higher education,Married,House / apartment,-21009,-4407,1,0,0,0,Managers,3,0,58
5029352,F,YES,YES,0,157500,Working,Higher education,Married,House / apartment,-11512,-412,1,0,0,0,Security staff,2,0,32
5105067,F,NO,YES,0,252000,Working,Incomplete higher,Married,House / apartment,-14596,-453,1,1,1,0,Laborers,2,0,40
5143573,F,YES,NO,0,202500,Working,Incomplete higher,Married,With parents,-11892,-960,1,1,0,0,Sales staff,2,0,33
5045203,M,YES,YES,0,117000,Pensioner,Secondary / secondary special,Married,House / apartment,-10648,365243,1,0,0,0,Laborers,2,0,29
5065673,F,NO,NO,0,247500,Working,Secondary / secondary special,Single / not married,House / apartment,-11239,-4711,1,0,0,0,High skill tech staff,1,0,31
